year,month,day,capacity,base_demand,base_price_economy,base_price_business,no_show_prob
1952,Jan,1,300,228,162.49,546.34,0.1245
1952,Jan,2,300,176,139.38,476.37,0.0739
1952,Jan,3,300,185,211.19,646.59,0.0827
1952,Jan,4,200,207,243.74,691.47,0.1574
1952,Jan,5,150,199,129.92,331.55,0.055
1952,Jan,6,200,213,203.49,790.83,0.1557
1952,Jan,7,200,154,157.48,442.78,0.037
1952,Jan,8,300,150,190.11,597.89,0.0561
1952,Jan,9,150,176,244.06,856.84,0.1517
1952,Jan,10,150,143,233.66,926.6,0.0594
1952,Jan,11,200,158,231.9,688.22,0.2218
1952,Jan,12,150,165,138.01,353.23,0.1305
1952,Jan,13,250,208,257.95,845.5,0.1231
1952,Jan,14,150,116,201.98,560.06,0.01
1952,Jan,15,250,226,199.74,661.8,0.1319
1952,Jan,16,200,242,201.5,681.48,0.0304
1952,Jan,17,300,135,283.56,799.0,0.3581
1952,Jan,18,200,183,292.45,818.25,0.0103
1952,Jan,19,250,172,139.83,426.69,0.0384
1952,Jan,20,250,154,278.52,964.05,0.0321
1952,Jan,21,200,184,249.17,692.59,0.1064
1952,Jan,22,250,202,143.81,416.79,0.0523
1952,Jan,23,250,214,175.7,686.52,0.0546
1952,Jan,24,250,109,230.68,658.29,0.0985
1952,Jan,25,300,175,256.69,948.65,0.0679
1952,Jan,26,300,186,132.33,408.88,0.1823
1952,Jan,27,250,90,278.92,1106.47,0.0199
1952,Jan,28,150,156,119.31,339.48,0.0465
1952,Jan,29,150,245,104.97,361.27,0.1147
1952,Jan,30,300,228,136.82,489.03,0.0454
1952,Feb,1,250,271,156.98,418.97,0.031
1952,Feb,2,200,181,267.82,842.34,0.1666
1952,Feb,3,200,171,198.59,625.8,0.0825
1952,Feb,4,200,207,275.88,927.63,0.0517
1952,Feb,5,250,221,136.03,431.54,0.1046
1952,Feb,6,250,151,197.66,626.15,0.1559
1952,Feb,7,300,164,170.71,556.88,0.0773
1952,Feb,8,200,201,263.9,934.46,0.0312
1952,Feb,9,250,170,186.71,643.73,0.052
1952,Feb,10,300,190,276.0,945.44,0.2008
1952,Feb,11,150,155,184.65,529.53,0.2037
1952,Feb,12,250,119,266.76,1031.6,0.1249
1952,Feb,13,200,251,123.35,462.35,0.1328
1952,Feb,14,150,148,225.32,640.92,0.0983
1952,Feb,15,150,155,223.63,575.05,0.1277
1952,Feb,16,250,200,212.21,658.78,0.0622
1952,Feb,17,150,196,180.61,702.63,0.1157
1952,Feb,18,250,200,145.2,575.08,0.1567
1952,Feb,19,200,215,243.43,876.54,0.0389
1952,Feb,20,300,149,277.6,983.39,0.1781
1952,Feb,21,200,186,217.62,664.61,0.2001
1952,Feb,22,200,177,157.39,485.84,0.0593
1952,Feb,23,300,184,128.77,495.81,0.0527
1952,Feb,24,300,145,256.36,871.81,0.0697
1952,Feb,25,150,209,258.29,700.19,0.0252
1952,Feb,26,250,168,275.97,823.44,0.0672
1952,Feb,27,300,219,163.48,428.46,0.0872
1952,Feb,28,150,210,225.41,582.09,0.0251
1952,Feb,29,250,73,168.14,460.31,0.1076
1952,Feb,30,150,176,157.8,524.65,0.0491
1952,Mar,1,150,163,162.03,630.5,0.0419
1952,Mar,2,150,139,200.68,617.05,0.1341
1952,Mar,3,150,169,201.17,772.56,0.0313
1952,Mar,4,250,200,168.72,506.93,0.0827
1952,Mar,5,150,147,232.78,860.01,0.0788
1952,Mar,6,250,229,214.7,806.48,0.2329
1952,Mar,7,200,178,189.04,710.07,0.1015
1952,Mar,8,250,302,193.66,713.07,0.048
1952,Mar,9,250,229,272.22,1005.59,0.0643
1952,Mar,10,250,221,199.37,622.4,0.0784
1952,Mar,11,200,197,123.26,353.13,0.0535
1952,Mar,12,250,156,189.27,581.36,0.1043
1952,Mar,13,150,128,158.24,471.26,0.0759
1952,Mar,14,300,207,263.47,799.55,0.1935
1952,Mar,15,250,173,288.11,720.71,0.224
1952,Mar,16,150,203,183.81,539.52,0.0804
1952,Mar,17,150,253,271.08,923.95,0.0507
1952,Mar,18,150,189,135.98,389.28,0.0668
1952,Mar,19,250,135,214.14,759.69,0.1476
1952,Mar,20,300,174,112.67,389.28,0.0635
1952,Mar,21,250,199,274.57,1066.14,0.1539
1952,Mar,22,300,201,120.4,328.24,0.0708
1952,Mar,23,200,265,183.3,480.7,0.0658
1952,Mar,24,200,159,160.28,411.18,0.0826
1952,Mar,25,250,202,183.41,600.33,0.0238
1952,Mar,26,300,185,242.15,853.66,0.0484
1952,Mar,27,200,224,116.68,320.21,0.077
1952,Mar,28,300,255,280.49,760.27,0.1407
1952,Mar,29,150,155,259.37,671.11,0.1006
1952,Mar,30,250,186,200.09,643.78,0.0644
1952,Apr,1,250,158,238.95,786.97,0.2266
1952,Apr,2,200,132,212.98,628.08,0.0274
1952,Apr,3,150,150,274.1,973.37,0.0792
1952,Apr,4,200,188,176.38,570.84,0.115
1952,Apr,5,250,152,197.98,776.39,0.0554
1952,Apr,6,250,211,214.71,630.22,0.142
1952,Apr,7,300,221,242.84,788.71,0.2472
1952,Apr,8,250,163,220.55,738.57,0.1554
1952,Apr,9,150,172,114.66,403.64,0.1171
1952,Apr,10,200,227,201.98,747.57,0.0881
1952,Apr,11,300,221,156.39,552.05,0.1678
1952,Apr,12,150,161,132.54,411.89,0.0554
1952,Apr,13,150,192,251.3,950.71,0.0968
1952,Apr,14,150,183,257.74,828.18,0.0323
1952,Apr,15,300,173,253.49,996.24,0.3233
1952,Apr,16,200,190,267.64,701.79,0.1083
1952,Apr,17,200,165,244.64,821.72,0.1058
1952,Apr,18,150,138,177.54,547.41,0.2582
1952,Apr,19,300,221,130.54,422.84,0.0631
1952,Apr,20,300,199,112.46,307.52,0.1117
1952,Apr,21,200,155,129.72,430.8,0.0459
1952,Apr,22,300,242,218.72,695.09,0.009
1952,Apr,23,200,177,121.2,403.79,0.2341
1952,Apr,24,300,253,195.05,623.36,0.016
1952,Apr,25,150,146,249.0,969.94,0.1605
1952,Apr,26,200,103,168.05,624.44,0.0659
1952,Apr,27,200,186,224.07,687.1,0.0376
1952,Apr,28,250,197,196.95,787.66,0.0876
1952,Apr,29,200,198,295.97,758.81,0.0455
1952,Apr,30,150,210,166.9,532.06,0.0745
1952,May,1,150,185,299.43,1151.75,0.1154
1952,May,2,150,196,127.69,432.7,0.029
1952,May,3,300,205,120.11,327.25,0.0567
1952,May,4,250,258,268.31,809.29,0.1166
1952,May,5,250,135,263.14,851.67,0.1544
1952,May,6,200,176,242.73,811.01,0.1005
1952,May,7,200,236,155.86,618.68,0.1482
1952,May,8,150,204,293.51,1164.26,0.0717
1952,May,9,150,215,220.66,626.98,0.0574
1952,May,10,200,182,112.1,392.59,0.0682
1952,May,11,300,154,299.7,1010.3,0.0971
1952,May,12,200,212,208.43,668.72,0.0581
1952,May,13,150,224,162.38,595.45,0.1742
1952,May,14,200,159,271.68,817.84,0.0562
1952,May,15,150,147,192.8,725.81,0.0453
1952,May,16,300,124,211.85,606.62,0.0136
1952,May,17,200,153,262.55,922.73,0.102
1952,May,18,150,213,199.74,569.63,0.0511
1952,May,19,300,274,228.31,867.43,0.0401
1952,May,20,200,224,273.77,875.18,0.1102
1952,May,21,150,193,216.68,673.97,0.0331
1952,May,22,300,115,210.66,739.48,0.05
1952,May,23,250,117,230.68,666.99,0.0912
1952,May,24,200,202,107.08,346.4,0.037
1952,May,25,200,164,272.6,781.12,0.0535
1952,May,26,200,113,216.81,578.57,0.0911
1952,May,27,150,161,288.67,819.25,0.0448
1952,May,28,150,189,236.77,702.91,0.0163
1952,May,29,250,184,280.13,732.45,0.2333
1952,May,30,200,195,238.48,714.58,0.0962
1952,Jun,1,200,224,131.91,513.36,0.2542
1952,Jun,2,150,159,172.56,585.97,0.0536
1952,Jun,3,300,167,285.21,746.58,0.0699
1952,Jun,4,300,245,207.85,587.39,0.0358
1952,Jun,5,250,200,190.23,751.69,0.0098
1952,Jun,6,300,269,245.02,946.48,0.1103
1952,Jun,7,250,156,145.17,465.83,0.0658
1952,Jun,8,200,297,129.46,328.34,0.0281
1952,Jun,9,300,231,205.71,775.93,0.1055
1952,Jun,10,200,248,258.98,942.45,0.169
1952,Jun,11,300,250,282.1,1028.81,0.0842
1952,Jun,12,300,237,166.53,565.7,0.0889
1952,Jun,13,200,208,257.06,965.47,0.1454
1952,Jun,14,300,225,122.39,332.11,0.0395
1952,Jun,15,150,243,118.73,454.19,0.2003
1952,Jun,16,200,290,248.19,847.14,0.2032
1952,Jun,17,150,214,185.31,674.15,0.0707
1952,Jun,18,150,212,268.63,744.42,0.0575
1952,Jun,19,250,210,252.37,704.74,0.093
1952,Jun,20,200,216,177.61,564.58,0.0868
1952,Jun,21,250,170,114.59,446.01,0.086
1952,Jun,22,200,207,167.54,569.01,0.1075
1952,Jun,23,150,218,228.33,887.21,0.0954
1952,Jun,24,250,246,171.0,639.65,0.1039
1952,Jun,25,200,290,260.97,811.33,0.1225
1952,Jun,26,300,209,167.37,438.97,0.0729
1952,Jun,27,300,185,269.59,686.49,0.0513
1952,Jun,28,250,272,245.11,670.37,0.013
1952,Jun,29,250,190,253.2,909.93,0.0173
1952,Jun,30,200,201,100.13,314.33,0.0556
1952,Jul,1,150,126,169.18,521.7,0.0259
1952,Jul,2,250,118,273.66,821.89,0.0976
1952,Jul,3,200,219,290.92,781.35,0.0368
1952,Jul,4,150,193,248.04,810.04,0.1471
1952,Jul,5,200,237,108.69,300.64,0.0649
1952,Jul,6,300,218,232.8,925.06,0.1081
1952,Jul,7,300,178,117.5,369.83,0.0975
1952,Jul,8,200,288,129.44,444.16,0.0717
1952,Jul,9,300,148,233.93,831.68,0.0538
1952,Jul,10,300,192,234.98,690.82,0.1403
1952,Jul,11,300,258,248.67,707.89,0.0523
1952,Jul,12,300,265,223.81,647.98,0.1211
1952,Jul,13,250,213,118.73,471.53,0.0163
1952,Jul,14,200,292,167.6,477.74,0.0972
1952,Jul,15,250,276,204.37,550.66,0.1655
1952,Jul,16,200,310,243.29,779.38,0.0914
1952,Jul,17,200,235,234.39,610.3,0.0442
1952,Jul,18,150,275,140.82,535.96,0.0174
1952,Jul,19,150,174,116.86,456.57,0.0794
1952,Jul,20,150,222,222.27,588.65,0.1685
1952,Jul,21,200,223,200.04,588.46,0.0526
1952,Jul,22,150,275,274.5,1029.53,0.1928
1952,Jul,23,200,264,277.18,976.34,0.016
1952,Jul,24,250,186,231.14,835.64,0.0391
1952,Jul,25,150,173,110.1,286.48,0.0523
1952,Jul,26,150,203,154.86,525.18,0.2211
1952,Jul,27,150,268,114.7,373.66,0.05
1952,Jul,28,150,249,243.87,618.83,0.1035
1952,Jul,29,300,213,126.33,498.99,0.0696
1952,Jul,30,300,167,191.91,747.35,0.1946
1952,Aug,1,200,173,229.63,591.22,0.2317
1952,Aug,2,250,258,151.87,549.83,0.08
1952,Aug,3,150,274,278.94,1055.4,0.125
1952,Aug,4,150,175,250.39,711.65,0.1383
1952,Aug,5,300,344,240.64,791.88,0.0675
1952,Aug,6,300,264,284.49,870.27,0.0391
1952,Aug,7,250,293,120.59,390.6,0.0272
1952,Aug,8,200,194,130.71,443.28,0.2151
1952,Aug,9,250,287,152.24,573.57,0.126
1952,Aug,10,200,235,234.85,640.09,0.0202
1952,Aug,11,150,268,176.53,456.86,0.032
1952,Aug,12,300,102,232.1,899.99,0.066
1952,Aug,13,200,294,163.26,432.11,0.148
1952,Aug,14,150,240,232.2,661.67,0.0285
1952,Aug,15,200,287,279.96,739.86,0.0816
1952,Aug,16,300,106,167.76,571.68,0.0722
1952,Aug,17,200,235,111.01,286.62,0.0435
1952,Aug,18,250,198,195.72,617.31,0.1975
1952,Aug,19,250,214,290.03,1096.61,0.0703
1952,Aug,20,300,193,125.53,486.1,0.113
1952,Aug,21,150,177,228.73,654.2,0.0856
1952,Aug,22,150,295,234.65,932.07,0.1202
1952,Aug,23,150,227,237.51,706.5,0.2064
1952,Aug,24,250,191,107.1,269.22,0.0752
1952,Aug,25,200,334,197.05,643.33,0.0229
1952,Aug,26,300,255,145.56,566.77,0.187
1952,Aug,27,150,352,122.51,415.58,0.0738
1952,Aug,28,200,263,225.11,892.23,0.2381
1952,Aug,29,150,300,271.48,790.68,0.028
1952,Aug,30,150,243,292.01,994.6,0.2072
1952,Sep,1,200,263,121.72,370.89,0.1277
1952,Sep,2,300,189,164.32,414.45,0.1199
1952,Sep,3,300,219,149.58,467.35,0.1045
1952,Sep,4,300,225,216.84,793.56,0.0226
1952,Sep,5,250,209,180.29,677.77,0.0393
1952,Sep,6,250,240,117.7,417.82,0.0468
1952,Sep,7,250,197,159.83,457.27,0.0391
1952,Sep,8,150,276,279.75,1083.63,0.0307
1952,Sep,9,250,217,223.79,597.83,0.0273
1952,Sep,10,250,231,274.31,725.41,0.047
1952,Sep,11,300,213,104.9,387.35,0.1171
1952,Sep,12,150,244,232.97,696.28,0.0127
1952,Sep,13,150,214,266.5,696.76,0.0727
1952,Sep,14,300,236,231.85,854.91,0.0504
1952,Sep,15,300,237,108.93,299.43,0.0497
1952,Sep,16,250,184,121.13,419.14,0.0303
1952,Sep,17,250,113,190.28,543.16,0.0612
1952,Sep,18,150,280,261.6,878.41,0.0272
1952,Sep,19,150,206,208.03,524.12,0.0369
1952,Sep,20,250,187,177.0,504.57,0.1897
1952,Sep,21,200,173,160.35,413.58,0.1015
1952,Sep,22,200,218,211.04,736.49,0.0317
1952,Sep,23,150,290,216.63,542.07,0.0836
1952,Sep,24,200,204,132.74,485.45,0.0854
1952,Sep,25,250,223,202.32,757.56,0.0319
1952,Sep,26,200,171,242.58,720.59,0.0282
1952,Sep,27,200,242,213.95,677.0,0.1554
1952,Sep,28,150,233,272.28,775.42,0.0575
1952,Sep,29,150,200,207.52,742.82,0.1591
1952,Sep,30,150,202,202.19,562.57,0.0854
1952,Oct,1,300,241,145.63,415.89,0.0279
1952,Oct,2,300,217,246.89,648.84,0.0447
1952,Oct,3,250,207,261.6,1014.95,0.1113
1952,Oct,4,200,163,260.57,713.03,0.0365
1952,Oct,5,250,242,267.38,1040.81,0.0874
1952,Oct,6,150,188,112.53,447.17,0.0308
1952,Oct,7,300,263,203.66,692.16,0.1133
1952,Oct,8,200,211,278.66,1111.87,0.1446
1952,Oct,9,250,223,275.12,1092.39,0.1008
1952,Oct,10,150,184,115.74,317.69,0.013
1952,Oct,11,150,187,222.55,826.73,0.0873
1952,Oct,12,200,130,170.08,556.1,0.165
1952,Oct,13,250,185,254.67,998.13,0.1127
1952,Oct,14,300,296,146.66,556.69,0.0633
1952,Oct,15,200,137,269.59,1045.27,0.035
1952,Oct,16,250,170,290.44,809.09,0.0376
1952,Oct,17,200,226,120.84,313.19,0.0835
1952,Oct,18,300,185,288.37,902.66,0.0151
1952,Oct,19,250,196,145.58,531.21,0.262
1952,Oct,20,300,163,116.77,436.98,0.0473
1952,Oct,21,300,166,103.51,367.62,0.1973
1952,Oct,22,200,192,149.65,404.64,0.046
1952,Oct,23,250,245,204.48,624.05,0.0745
1952,Oct,24,300,231,130.23,428.28,0.0153
1952,Oct,25,300,157,125.85,373.01,0.1051
1952,Oct,26,150,212,191.95,744.3,0.0844
1952,Oct,27,200,164,181.03,495.59,0.0827
1952,Oct,28,200,191,252.76,994.23,0.2046
1952,Oct,29,150,112,223.63,828.79,0.1562
1952,Oct,30,300,224,104.01,383.92,0.0374
1952,Nov,1,250,232,162.3,501.2,0.0682
1952,Nov,2,300,132,170.76,664.61,0.1835
1952,Nov,3,200,125,294.62,1168.51,0.0887
1952,Nov,4,150,119,111.14,351.88,0.0793
1952,Nov,5,250,133,131.35,399.83,0.1153
1952,Nov,6,150,195,239.24,827.28,0.0796
1952,Nov,7,300,169,249.24,937.9,0.0169
1952,Nov,8,250,211,185.11,654.91,0.0994
1952,Nov,9,150,113,184.3,551.92,0.0739
1952,Nov,10,200,155,283.61,834.62,0.1359
1952,Nov,11,200,173,293.37,855.91,0.1079
1952,Nov,12,300,173,239.76,640.88,0.0706
1952,Nov,13,150,132,158.5,435.13,0.0901
1952,Nov,14,300,176,250.73,642.5,0.0313
1952,Nov,15,300,205,159.43,450.25,0.0181
1952,Nov,16,300,132,199.14,605.88,0.0581
1952,Nov,17,300,220,299.96,813.03,0.0766
1952,Nov,18,150,216,145.78,558.62,0.0556
1952,Nov,19,250,162,186.67,721.69,0.0628
1952,Nov,20,300,206,187.58,655.19,0.1757
1952,Nov,21,250,234,265.93,694.37,0.0684
1952,Nov,22,250,112,104.78,378.27,0.0265
1952,Nov,23,250,213,133.29,499.39,0.0823
1952,Nov,24,150,221,184.08,519.52,0.0284
1952,Nov,25,150,80,215.27,613.2,0.098
1952,Nov,26,200,154,190.72,645.89,0.0124
1952,Nov,27,250,188,181.05,489.56,0.0157
1952,Nov,28,200,235,187.82,593.47,0.1138
1952,Nov,29,250,187,298.47,770.08,0.0473
1952,Nov,30,200,147,175.56,628.29,0.0091
1952,Dec,1,300,208,247.47,916.09,0.0478
1952,Dec,2,300,235,201.16,541.7,0.0784
1952,Dec,3,250,123,210.57,625.43,0.1195
1952,Dec,4,300,214,121.37,362.93,0.0731
1952,Dec,5,150,110,129.55,448.55,0.1254
1952,Dec,6,200,161,264.93,715.69,0.1538
1952,Dec,7,200,280,244.26,787.7,0.1299
1952,Dec,8,150,158,253.43,699.09,0.0238
1952,Dec,9,300,130,154.78,450.51,0.1388
1952,Dec,10,200,215,119.46,366.75,0.2161
1952,Dec,11,150,99,203.17,532.44,0.058
1952,Dec,12,150,242,119.91,425.25,0.0256
1952,Dec,13,250,217,219.25,652.86,0.0222
1952,Dec,14,200,230,134.87,505.51,0.1023
1952,Dec,15,300,157,121.23,436.67,0.0368
1952,Dec,16,200,186,292.82,954.82,0.1322
1952,Dec,17,250,207,125.89,414.87,0.1673
1952,Dec,18,200,111,176.16,696.41,0.2905
1952,Dec,19,200,193,121.96,305.38,0.0954
1952,Dec,20,200,113,221.86,801.49,0.0467
1952,Dec,21,150,180,186.57,515.67,0.0641
1952,Dec,22,300,192,262.73,781.64,0.0419
1952,Dec,23,150,222,266.85,830.62,0.042
1952,Dec,24,250,221,291.83,1014.16,0.0261
1952,Dec,25,200,183,172.08,431.63,0.2103
1952,Dec,26,200,183,177.58,705.91,0.0252
1952,Dec,27,150,187,181.67,698.64,0.1237
1952,Dec,28,200,179,128.47,485.58,0.0569
1952,Dec,29,150,238,252.87,954.52,0.0105
1952,Dec,30,300,201,281.69,1086.83,0.3286
1953,Jan,1,250,173,295.78,1156.21,0.1393
1953,Jan,2,300,225,229.49,911.4,0.0637
1953,Jan,3,300,234,170.43,609.45,0.1624
1953,Jan,4,200,160,167.67,527.92,0.028
1953,Jan,5,200,155,150.69,390.65,0.1097
1953,Jan,6,150,195,120.17,338.39,0.0496
1953,Jan,7,200,162,177.77,636.59,0.0191
1953,Jan,8,300,145,122.03,360.46,0.1226
1953,Jan,9,200,202,135.03,417.89,0.0621
1953,Jan,10,150,270,174.59,580.37,0.0728
1953,Jan,11,150,101,193.28,743.32,0.0776
1953,Jan,12,150,276,227.43,639.51,0.0578
1953,Jan,13,150,222,171.86,569.99,0.0465
1953,Jan,14,250,231,165.75,660.45,0.027
1953,Jan,15,200,173,108.79,414.46,0.1783
1953,Jan,16,200,153,112.62,357.0,0.1104
1953,Jan,17,150,174,255.88,940.23,0.0342
1953,Jan,18,200,163,219.59,550.64,0.0522
1953,Jan,19,200,184,270.62,911.81,0.0984
1953,Jan,20,200,215,191.52,570.36,0.1124
1953,Jan,21,300,206,296.59,1005.52,0.0673
1953,Jan,22,250,191,223.32,746.39,0.0525
1953,Jan,23,250,225,253.31,748.83,0.09
1953,Jan,24,150,152,150.03,585.13,0.1635
1953,Jan,25,250,198,200.94,563.14,0.0394
1953,Jan,26,300,151,194.9,640.44,0.125
1953,Jan,27,200,226,232.02,718.59,0.1064
1953,Jan,28,300,206,161.67,479.01,0.1166
1953,Jan,29,300,175,299.96,1061.01,0.2457
1953,Jan,30,250,161,229.13,886.72,0.0434
1953,Feb,1,200,134,225.05,733.32,0.2505
1953,Feb,2,300,238,169.66,464.35,0.1316
1953,Feb,3,200,247,222.49,791.7,0.0861
1953,Feb,4,200,236,290.62,755.22,0.0657
1953,Feb,5,250,156,133.74,345.18,0.0594
1953,Feb,6,300,192,122.52,465.12,0.019
1953,Feb,7,200,164,294.82,1012.09,0.0692
1953,Feb,8,200,211,246.48,753.04,0.1262
1953,Feb,9,300,242,181.65,597.74,0.0501
1953,Feb,10,250,200,144.06,548.49,0.0151
1953,Feb,11,150,238,110.66,298.22,0.137
1953,Feb,12,300,216,229.77,867.74,0.1998
1953,Feb,13,300,163,225.67,873.35,0.116
1953,Feb,14,200,254,120.9,326.43,0.0495
1953,Feb,15,250,178,186.5,719.85,0.162
1953,Feb,16,200,136,226.5,812.1,0.0985
1953,Feb,17,200,227,272.44,688.15,0.1974
1953,Feb,18,200,184,223.99,752.78,0.0805
1953,Feb,19,150,127,275.1,884.48,0.2677
1953,Feb,20,300,257,253.57,802.59,0.1566
1953,Feb,21,300,202,240.66,788.76,0.2107
1953,Feb,22,250,215,141.94,365.58,0.1079
1953,Feb,23,250,178,261.6,916.19,0.1281
1953,Feb,24,250,225,260.21,838.06,0.0512
1953,Feb,25,250,144,108.96,367.35,0.1154
1953,Feb,26,250,175,294.21,756.22,0.075
1953,Feb,27,200,213,147.78,451.61,0.0202
1953,Feb,28,200,147,104.79,404.96,0.1393
1953,Feb,29,150,263,201.58,642.19,0.07
1953,Feb,30,300,199,174.73,459.49,0.087
1953,Mar,1,300,125,125.07,456.3,0.0743
1953,Mar,2,200,285,221.98,739.83,0.2049
1953,Mar,3,150,289,164.37,622.78,0.0917
1953,Mar,4,200,253,179.29,556.28,0.1268
1953,Mar,5,150,240,214.66,838.05,0.0818
1953,Mar,6,250,262,202.55,535.58,0.1772
1953,Mar,7,150,334,130.6,348.02,0.1438
1953,Mar,8,150,259,129.57,393.21,0.1464
1953,Mar,9,200,145,231.36,718.12,0.0327
1953,Mar,10,300,231,244.56,657.69,0.0353
1953,Mar,11,150,241,246.97,669.61,0.1056
1953,Mar,12,250,239,263.97,846.49,0.0494
1953,Mar,13,250,265,219.94,781.99,0.1242
1953,Mar,14,150,257,207.87,552.35,0.0906
1953,Mar,15,300,243,134.07,495.07,0.1116
1953,Mar,16,250,215,107.89,420.39,0.0868
1953,Mar,17,300,281,167.07,599.59,0.0556
1953,Mar,18,200,219,263.27,925.15,0.0451
1953,Mar,19,200,245,184.96,665.52,0.0587
1953,Mar,20,150,243,170.75,521.83,0.0945
1953,Mar,21,300,117,246.53,862.48,0.0146
1953,Mar,22,300,232,112.3,291.95,0.0207
1953,Mar,23,150,301,245.47,736.91,0.2197
1953,Mar,24,300,233,209.99,613.43,0.097
1953,Mar,25,150,241,243.74,648.59,0.0813
1953,Mar,26,250,242,175.73,454.7,0.0545
1953,Mar,27,250,217,292.14,1138.99,0.1812
1953,Mar,28,250,176,201.4,628.69,0.0939
1953,Mar,29,150,214,109.02,378.6,0.0185
1953,Mar,30,200,199,264.81,666.01,0.0175
1953,Apr,1,150,225,163.08,522.25,0.056
1953,Apr,2,200,233,186.12,566.2,0.0402
1953,Apr,3,300,213,185.09,711.52,0.0672
1953,Apr,4,200,252,207.07,578.8,0.0342
1953,Apr,5,300,305,154.33,442.95,0.2487
1953,Apr,6,200,223,298.6,880.15,0.124
1953,Apr,7,250,294,250.11,648.91,0.0781
1953,Apr,8,250,247,189.02,533.89,0.0542
1953,Apr,9,150,240,231.12,826.04,0.0909
1953,Apr,10,250,229,186.69,692.56,0.2021
1953,Apr,11,250,186,173.27,479.82,0.0896
1953,Apr,12,250,205,288.36,1000.55,0.0793
1953,Apr,13,250,184,226.9,785.34,0.0635
1953,Apr,14,200,239,197.29,605.06,0.0825
1953,Apr,15,150,307,299.72,1160.69,0.0883
1953,Apr,16,150,244,187.59,548.67,0.0921
1953,Apr,17,300,306,162.74,463.29,0.0625
1953,Apr,18,250,313,220.94,596.88,0.0388
1953,Apr,19,150,226,228.62,771.29,0.0339
1953,Apr,20,300,294,228.53,724.17,0.0738
1953,Apr,21,300,256,158.23,425.34,0.224
1953,Apr,22,200,243,179.2,575.33,0.1343
1953,Apr,23,300,242,210.78,706.96,0.0149
1953,Apr,24,250,194,296.15,754.72,0.019
1953,Apr,25,200,160,279.22,906.87,0.1457
1953,Apr,26,150,244,284.91,715.4,0.0701
1953,Apr,27,300,227,207.27,761.54,0.0944
1953,Apr,28,300,217,274.37,910.25,0.0562
1953,Apr,29,250,239,258.9,924.98,0.0171
1953,Apr,30,300,209,298.58,830.06,0.0908
1953,May,1,250,240,148.89,476.73,0.0824
1953,May,2,250,241,128.49,493.35,0.2918
1953,May,3,300,273,133.74,394.42,0.0912
1953,May,4,300,234,145.13,444.59,0.1012
1953,May,5,150,160,191.86,677.33,0.1137
1953,May,6,250,210,140.31,458.21,0.0733
1953,May,7,200,165,226.63,640.85,0.05
1953,May,8,250,271,203.38,566.18,0.142
1953,May,9,250,194,161.76,530.78,0.078
1953,May,10,150,254,121.39,353.79,0.0761
1953,May,11,300,263,198.66,780.42,0.1044
1953,May,12,300,116,226.82,858.71,0.0086
1953,May,13,250,259,174.2,613.99,0.0213
1953,May,14,200,283,118.26,317.88,0.1054
1953,May,15,300,196,200.19,695.72,0.0863
1953,May,16,200,207,253.59,916.37,0.0208
1953,May,17,200,274,130.97,519.36,0.2126
1953,May,18,250,215,114.89,327.22,0.2284
1953,May,19,250,257,116.95,323.98,0.0094
1953,May,20,250,323,225.01,594.33,0.0643
1953,May,21,250,157,117.37,446.62,0.1034
1953,May,22,300,225,256.59,668.35,0.0901
1953,May,23,300,282,289.43,838.35,0.0853
1953,May,24,150,231,183.25,518.54,0.1254
1953,May,25,200,253,196.63,728.99,0.0622
1953,May,26,200,225,261.02,658.16,0.0154
1953,May,27,300,185,275.45,784.23,0.1001
1953,May,28,250,232,254.33,979.68,0.1009
1953,May,29,300,282,242.05,697.75,0.0626
1953,May,30,250,259,144.7,519.72,0.1441
1953,Jun,1,300,185,217.88,759.94,0.2413
1953,Jun,2,300,215,179.78,672.88,0.169
1953,Jun,3,250,215,174.19,565.14,0.0565
1953,Jun,4,150,193,148.37,519.64,0.0565
1953,Jun,5,150,218,101.13,325.31,0.1859
1953,Jun,6,300,319,221.65,712.2,0.1986
1953,Jun,7,200,207,160.63,454.48,0.1251
1953,Jun,8,200,266,147.23,406.44,0.2716
1953,Jun,9,150,303,183.72,725.03,0.1115
1953,Jun,10,300,194,150.57,399.54,0.1761
1953,Jun,11,200,282,210.92,671.31,0.1052
1953,Jun,12,250,278,120.41,390.99,0.1829
1953,Jun,13,250,210,248.84,985.82,0.1201
1953,Jun,14,200,234,145.7,443.77,0.1023
1953,Jun,15,150,216,129.98,331.8,0.0757
1953,Jun,16,150,194,229.51,851.51,0.1651
1953,Jun,17,200,350,208.11,727.38,0.0802
1953,Jun,18,300,258,214.4,789.16,0.065
1953,Jun,19,300,274,173.87,543.59,0.2068
1953,Jun,20,150,200,191.81,571.71,0.1112
1953,Jun,21,150,226,112.22,411.48,0.0542
1953,Jun,22,250,264,299.61,913.67,0.1422
1953,Jun,23,200,157,279.61,933.07,0.1164
1953,Jun,24,200,228,275.59,1033.99,0.0758
1953,Jun,25,150,205,167.71,563.09,0.0604
1953,Jun,26,250,147,151.27,398.78,0.1086
1953,Jun,27,250,321,191.03,663.28,0.0701
1953,Jun,28,150,300,149.7,454.93,0.0609
1953,Jun,29,250,245,168.19,584.26,0.0907
1953,Jun,30,200,210,182.51,604.19,0.0416
1953,Jul,1,150,165,281.85,785.56,0.0169
1953,Jul,2,200,256,298.69,848.59,0.054
1953,Jul,3,300,266,151.25,389.28,0.0154
